project_cnt,success_usd_pledged_real,success_usd_goal_real,success_cnt,year_launched,main_category_group,state,country,usd_pledged_real,usd_goal_real
84,0,0,0,2013,Design,failed,CA,204132.38,1583171.87
464,0,0,0,2016,Games & Technology,failed,FR,554159.88,15709736.02
50,0,0,0,2015,"Dance, Music & Theater",failed,ES,1476.74,3089641.84
1330,0,0,0,2017,Design,failed,US,2755833.8,46398513
128,733735.77,405980.29,128,2015,Fashion,successful,CA,733735.77,405980.29
140,0,0,0,2012,Games & Technology,failed,GB,496526.75,5245051.09
78,643053.64,383224.87,78,2016,"Film, Video & Journalism",successful,FR,643053.64,383224.87
122,2157943.7,747737.11,122,2014,Design,successful,AU,2157943.7,747737.11
224,0,0,0,2014,"Dance, Music & Theater",failed,AU,90824.14,7652464.13
37,0,0,0,2016,"Film, Video & Journalism",failed,CH,13622.98,6841106.16
21,0,0,0,2017,"Film, Video & Journalism",failed,IE,26730.71,175506.06
9660,0,0,0,2015,"Film, Video & Journalism",failed,US,6627554.95,833621762
30,0,0,0,2014,Food,failed,SE,1689.87,2816546.06
11,0,0,0,2016,Design,failed,MX,5961.29,85111.57
64,151976.4,110610.61,64,2013,"Arts, Crafts & Phography",successful,CA,151976.4,110610.61
4,0,0,0,2017,Fashion,failed,AT,3313.82,47923.38
136,0,0,0,2015,"Film, Video & Journalism",failed,SE,34984.29,3675441.29
36,0,0,0,2016,Games & Technology,failed,SG,69626.16,577064.78
38,0,0,0,2016,Food,failed,IE,11575.9,861657.86
141,0,0,0,2016,Comics & Publishing,failed,DE,60021.27,2033099.26
44,643025.84,325775.93,44,2015,Games & Technology,successful,DK,643025.84,325775.93
3568,0,0,0,2016,Food,failed,US,1954988.35,162245831
4,0,0,0,2017,Design,failed,JP,21316.16,57338
10,0,0,0,2017,Design,failed,NO,51012.75,291608.71
58,0,0,0,2014,"Arts, Crafts & Phography",failed,NZ,6134.92,490950.8
58,0,0,0,2015,"Film, Video & Journalism",failed,IE,9138.98,425143.07
2035,0,0,0,2017,"Film, Video & Journalism",failed,US,2463617.65,440909421
71,175092.36,140829.72,71,2016,"Dance, Music & Theater",successful,DE,175092.36,140829.72
56,462375,360941.42,56,2017,"Arts, Crafts & Phography",successful,DE,462375,360941.42
40,0,0,0,2017,"Dance, Music & Theater",failed,ES,31151.81,620905.74
18,0,0,0,2015,"Film, Video & Journalism",failed,AT,749.06,198541.68
4,11268.98,8247.69,4,2013,"Arts, Crafts & Phography",successful,NZ,11268.98,8247.69
24,0,0,0,2012,Food,failed,GB,26078.16,319618.77
28,0,0,0,2016,Comics & Publishing,failed,DK,3610.84,123079.1
133,0,0,0,2017,"Arts, Crafts & Phography",failed,MX,29174.17,857641.25
7603,48694958.56,40551032.01,7603,2012,"Film, Video & Journalism",successful,US,48694958.56,40551032.01
3,34732.45,30200.27,3,2017,Fashion,successful,NO,34732.45,30200.27
280,1247415.72,992360.55,280,2015,"Film, Video & Journalism",successful,CA,1247415.72,992360.55
18,0,0,0,2015,"Dance, Music & Theater",failed,AT,1525.66,675954.09
4963,148376899.16,47144221,4963,2014,Games & Technology,successful,US,148376899.16,47144221
35,318481.94,134134.54,35,2016,"Film, Video & Journalism",successful,SE,318481.94,134134.54
39,0,0,0,2017,"Film, Video & Journalism",failed,ES,9635.13,2660189.91
1980,18483055.08,14630387,1980,2017,"Dance, Music & Theater",successful,US,18483055.08,14630387
2822,16710824.88,8372817,2822,2016,"Arts, Crafts & Phography",successful,US,16710824.88,8372817
633,2771451.15,1690182.04,633,2015,Comics & Publishing,successful,GB,2771451.15,1690182.04
3523,8072629.69,6700133.6,3523,2010,"Dance, Music & Theater",successful,US,8072629.69,6700133.6
112,0,0,0,2016,Games & Technology,failed,BE,79546.02,3033331.09
22,0,0,0,2017,Comics & Publishing,failed,SG,7197.83,185088.84
15,0,0,0,2017,Fashion,failed,NZ,21703.79,143939.51
110,0,0,0,2014,Games & Technology,failed,NZ,37033.29,9926024.57
31,737473.59,280066.11,31,2016,Design,successful,NZ,737473.59,280066.11
7008,67349863.52,51245391,7008,2013,"Film, Video & Journalism",successful,US,67349863.52,51245391
13,0,0,0,2016,Fashion,failed,SG,22386.5,79477.3
25,0,0,0,2016,Fashion,failed,DK,18200.88,334608.44
7,0,0,0,2017,"Film, Video & Journalism",failed,HK,2609.84,559074.43
2,54677.49,12042.97,2,2014,Fashion,successful,IE,54677.49,12042.97
116,0,0,0,2015,Design,failed,IT,71382.45,3118613.83
10044,24369853.36,19840046.07,10044,2011,"Dance, Music & Theater",successful,US,24369853.36,19840046.07
18,1400956.61,316226.63,18,2016,Design,successful,AT,1400956.61,316226.63
24,35505.09,24513.64,24,2014,Food,successful,NL,35505.09,24513.64
105,0,0,0,2016,"Dance, Music & Theater",failed,IT,16091.61,1599033.66
20,34262.27,32336.01,20,2015,"Film, Video & Journalism",successful,NL,34262.27,32336.01
109,0,0,0,2016,"Dance, Music & Theater",failed,AU,43518.44,2232677.23
629,0,0,0,2014,Comics & Publishing,failed,CA,118146.88,4641495.8
1305,0,0,0,2016,Games & Technology,failed,GB,1198593.68,31402199.08
1103,3012796.43,2567773.15,1103,2014,"Dance, Music & Theater",successful,GB,3012796.43,2567773.15
462,18304504.7,4571597.4,462,2017,Games & Technology,successful,GB,18304504.7,4571597.4
8,0,0,0,2017,"Film, Video & Journalism",failed,SG,2237.89,124206.04
4,17468.86,13258.35,4,2016,Food,successful,AT,17468.86,13258.35
28,259542.92,190929.22,28,2014,Design,successful,NL,259542.92,190929.22
28,308691.43,214020.83,28,2017,"Dance, Music & Theater",successful,FR,308691.43,214020.83
81,326298.43,262629.49,81,2016,"Arts, Crafts & Phography",successful,FR,326298.43,262629.49
6,0,0,0,2017,"Dance, Music & Theater",failed,SG,4452.82,181152.11
62,0,0,0,2015,Design,failed,NZ,37502.08,721617.48
2,0,0,0,2015,Comics & Publishing,failed,LU,8.75,4923.47
138,300597.82,229342.29,138,2009,Comics & Publishing,successful,US,300597.82,229342.29
91,0,0,0,2017,Games & Technology,failed,NL,150288.74,3147585.02
239,0,0,0,2016,"Film, Video & Journalism",failed,AU,219108.14,24584564.28
46,0,0,0,2017,Design,failed,FR,110474.99,1248704.12
112,0,0,0,2016,"Film, Video & Journalism",failed,IT,13543.25,1362501.4
46,189925.14,164272.23,46,2016,"Arts, Crafts & Phography",successful,IT,189925.14,164272.23
8,21080.67,18421.97,8,2017,"Dance, Music & Theater",successful,IT,21080.67,18421.97
11,190652.24,63200.86,11,2017,Comics & Publishing,successful,DK,190652.24,63200.86
38,91235.62,81680.21,38,2016,"Film, Video & Journalism",successful,NZ,91235.62,81680.21
2,0,0,0,2017,"Dance, Music & Theater",failed,HK,12.78,106850.47
12,38005.38,29110.49,12,2014,Comics & Publishing,successful,IE,38005.38,29110.49
21,520531.13,255142,21,2017,Comics & Publishing,successful,ES,520531.13,255142
118,0,0,0,2014,"Film, Video & Journalism",failed,NL,32868.08,7307860.58
4,3517.3,3468.23,4,2014,Fashion,successful,NO,3517.3,3468.23
6,31246.75,16811.47,6,2015,Comics & Publishing,successful,NO,31246.75,16811.47
729,0,0,0,2013,"Dance, Music & Theater",failed,GB,230358.89,5436345.42
1,609.29,593.85,1,2017,Comics & Publishing,successful,LU,609.29,593.85
178,1287038.3,989447.03,178,2015,Food,successful,GB,1287038.3,989447.03
1386,0,0,0,2011,Games & Technology,failed,US,829888.91,11912047.48
60,0,0,0,2013,Games & Technology,failed,AU,63462.27,1015285.42
40,0,0,0,2017,"Dance, Music & Theater",failed,FR,34000.52,457170.99
2,0,0,0,2016,"Arts, Crafts & Phography",failed,LU,0,56814.95
114,887400.09,643485.39,114,2013,"Film, Video & Journalism",successful,CA,887400.09,643485.39
48,585991.82,319819.77,48,2016,Design,successful,SE,585991.82,319819.77
5250,0,0,0,2015,Design,failed,US,6747427.28,251344257
34,881559.76,393031.49,34,2015,Design,successful,DK,881559.76,393031.49
12,0,0,0,2014,Fashion,failed,SE,5088.52,60520.02
646,0,0,0,2015,Comics & Publishing,failed,CA,142314.01,4319556.78
661,1345689.79,1030602.99,661,2010,Comics & Publishing,successful,US,1345689.79,1030602.99
34,83853.05,74550,34,2009,Food,successful,US,83853.05,74550
8,22785.32,16021.5,8,2013,"Arts, Crafts & Phography",successful,AU,22785.32,16021.5
1171,2896124.6,2500182.12,1171,2015,"Dance, Music & Theater",successful,GB,2896124.6,2500182.12
406,0,0,0,2013,Design,failed,GB,718502.12,6785256.25
2106,24856935.84,12717727,2106,2017,Comics & Publishing,successful,US,24856935.84,12717727
27,0,0,0,2016,"Film, Video & Journalism",failed,NO,31866.55,694202.97
430,0,0,0,2015,"Dance, Music & Theater",failed,CA,118581.27,7835235
6544,0,0,0,2015,Food,failed,US,3026830.26,179890168
56,0,0,0,2017,"Dance, Music & Theater",failed,DE,41711.6,1515751.05
6,0,0,0,2014,Fashion,failed,DK,30.62,25710.98
12,0,0,0,2017,"Dance, Music & Theater",failed,DK,991.14,229382.17
95,0,0,0,2016,Comics & Publishing,failed,ES,12929,580972.08
56,0,0,0,2016,"Arts, Crafts & Phography",failed,NL,16247.64,401619.95
40,1071968.02,601154.43,40,2017,"Film, Video & Journalism",successful,AU,1071968.02,601154.43
66,0,0,0,2015,"Arts, Crafts & Phography",failed,ES,2261.7,445996.2
100,0,0,0,2015,Comics & Publishing,failed,NL,18073.44,1286765.91
3,0,0,0,2017,Games & Technology,failed,LU,32243.61,172032.44
47,1104146.74,610866.26,47,2015,Design,successful,NL,1104146.74,610866.26
416,0,0,0,2014,"Arts, Crafts & Phography",failed,AU,72415.33,3356254.02
11,0,0,0,2016,Fashion,failed,MX,965.9,64255.74
11,0,0,0,2017,Design,failed,AT,16719.58,178582.07
18,0,0,0,2009,Food,failed,US,2780,50050
10,18948.03,15409.76,10,2015,Food,successful,NL,18948.03,15409.76
1,1163.97,1102.94,1,2017,"Film, Video & Journalism",successful,SG,1163.97,1102.94
296,0,0,0,2014,Fashion,failed,CA,124209.3,2955851.24
7,42110.12,41198.68,7,2016,"Film, Video & Journalism",successful,NO,42110.12,41198.68
672,0,0,0,2014,Food,failed,GB,273513.64,187311697.04
2,5086.86,2116,2,2015,Fashion,successful,IE,5086.86,2116
1,661.61,661.61,1,2017,Comics & Publishing,successful,JP,661.61,661.61
8,0,0,0,2015,Fashion,failed,CH,1277.1,37766.42
100,0,0,0,2015,Fashion,failed,NL,45590.14,1029139.44
9,0,0,0,2017,Design,failed,BE,23822.47,200088.98
138,4653895.78,1850275.33,138,2015,Games & Technology,successful,DE,4653895.78,1850275.33
224,443713.51,380142.63,224,2009,"Arts, Crafts & Phography",successful,US,443713.51,380142.63
42,0,0,0,2015,"Arts, Crafts & Phography",failed,NO,1537.66,1321531.3
23,0,0,0,2017,Food,failed,NL,10641.1,330701.83
8,0,0,0,2017,Food,failed,CH,9846.56,254203.71
5,148040.67,101833.34,5,2017,Fashion,successful,AT,148040.67,101833.34
74,0,0,0,2014,Games & Technology,failed,DK,24041.31,853416.02
10,239486.78,71967.92,10,2015,Fashion,successful,CH,239486.78,71967.92
68,3498414.17,815922.84,68,2015,Design,successful,FR,3498414.17,815922.84
76,790218.28,342765.75,76,2016,Comics & Publishing,successful,FR,790218.28,342765.75
36,201642.98,148955.93,36,2017,"Arts, Crafts & Phography",successful,ES,201642.98,148955.93
26,152214.76,132564.8,26,2016,"Dance, Music & Theater",successful,ES,152214.76,132564.8
4,4381.43,4299.16,4,2014,"Arts, Crafts & Phography",successful,IE,4381.43,4299.16
61,0,0,0,2016,Comics & Publishing,failed,SE,43055.25,426203.89
33,552839.69,316197.73,33,2016,Games & Technology,successful,IE,552839.69,316197.73
17,0,0,0,2017,"Arts, Crafts & Phography",failed,IE,8231.14,249271.62
8923,0,0,0,2015,"Arts, Crafts & Phography",failed,US,1859941.33,174193341
48,0,0,0,2016,"Arts, Crafts & Phography",failed,CH,12856.27,542945.23
2,26848.47,24531.85,2,2013,Fashion,successful,NZ,26848.47,24531.85
21,106746.57,19938.91,21,2017,"Arts, Crafts & Phography",successful,DK,106746.57,19938.91
23,63907.86,53736,23,2016,"Dance, Music & Theater",successful,DK,63907.86,53736
54,191655.07,106725.8,54,2016,Comics & Publishing,successful,IT,191655.07,106725.8
14,104378.79,94784.87,14,2015,Food,successful,FR,104378.79,94784.87
26,0,0,0,2017,"Arts, Crafts & Phography",failed,AT,18764.93,505125.45
34,629728.03,259134.37,34,2015,Games & Technology,successful,ES,629728.03,259134.37
7,41152.39,34025.04,7,2017,Fashion,successful,MX,41152.39,34025.04
229,1918081.66,1203798.28,229,2016,Fashion,successful,GB,1918081.66,1203798.28
8,0,0,0,2017,"Film, Video & Journalism",failed,NO,7593.73,250441.22
70,0,0,0,2014,Games & Technology,failed,SE,22486.13,2259667.71
26,121655.95,109895.33,26,2015,"Dance, Music & Theater",successful,IE,121655.95,109895.33
220,0,0,0,2010,Fashion,failed,US,51583.11,632246
1803,0,0,0,2017,"Dance, Music & Theater",failed,US,1115563.35,53688541
28,0,0,0,2015,"Dance, Music & Theater",failed,IE,4558.69,2577057.67
90,0,0,0,2017,Design,failed,AU,225179.08,2353996.65
10,34697.96,26032,10,2012,Fashion,successful,GB,34697.96,26032
16,156771.57,60608.78,16,2017,"Arts, Crafts & Phography",successful,HK,156771.57,60608.78
83,0,0,0,2016,Design,failed,ES,129631.5,1421464.96
10,0,0,0,2017,"Dance, Music & Theater",failed,NO,7913.38,91832.24
34,0,0,0,2014,Design,failed,NZ,49105.11,1218611.63
43,453495.78,320212.48,43,2016,Fashion,successful,DE,453495.78,320212.48
91,0,0,0,2017,Design,failed,DE,282558.26,2548336.59
6,171206.02,41831.43,6,2017,Food,successful,FR,171206.02,41831.43
73,0,0,0,2016,Fashion,failed,NL,69224.93,1627853.05
334,0,0,0,2015,Games & Technology,failed,IT,228046.27,9196144.71
48,0,0,0,2016,Fashion,failed,CH,78130.83,1084651.07
4,0,0,0,2013,Design,failed,NZ,791.14,2447.65
856,0,0,0,2015,Games & Technology,failed,AU,553189.55,37466661.37
6,63585.1,59669.4,6,2015,Fashion,successful,AT,63585.1,59669.4
5,117989.73,114818.62,5,2017,"Film, Video & Journalism",successful,IE,117989.73,114818.62
12,589836.3,247350.99,12,2017,Fashion,successful,CH,589836.3,247350.99
60,3683853.56,880001.04,60,2017,Design,successful,FR,3683853.56,880001.04
25,0,0,0,2017,"Dance, Music & Theater",failed,SE,9844.04,401895.19
2,5735.9,5615.43,2,2017,Comics & Publishing,successful,CH,5735.9,5615.43
4,9705.68,5744.44,4,2014,"Film, Video & Journalism",successful,DK,9705.68,5744.44
282,0,0,0,2009,"Dance, Music & Theater",failed,US,47853.49,1190293.2
886,0,0,0,2015,"Dance, Music & Theater",failed,GB,327041.15,9318394.15
54,0,0,0,2015,"Arts, Crafts & Phography",failed,DK,12859.6,106955.9
3,12194.82,6752.31,3,2017,Fashion,successful,IE,12194.82,6752.31
121,242339.08,196698.52,121,2014,"Arts, Crafts & Phography",successful,AU,242339.08,196698.52
1470,0,0,0,2015,"Film, Video & Journalism",failed,GB,770731.34,242221849.23
187,1871877.38,933964.96,187,2016,Games & Technology,successful,AU,1871877.38,933964.96
1801,16337423.99,11578513,1801,2013,Food,successful,US,16337423.99,11578513
64,2301315.66,642811.93,64,2013,Design,successful,CA,2301315.66,642811.93
380,0,0,0,2009,"Film, Video & Journalism",failed,US,112107.04,3343351
1,1104.69,1025.1,1,2017,Food,successful,NL,1104.69,1025.1
30,0,0,0,2014,Games & Technology,failed,NO,13712.16,1067715.69
38,0,0,0,2017,"Film, Video & Journalism",failed,SE,35237.31,13347950.69
3676,0,0,0,2012,Games & Technology,failed,US,6777496.03,80252800.52
2,14556.17,5998.21,2,2017,Food,successful,SG,14556.17,5998.21
191,434144.13,329666.58,191,2016,"Arts, Crafts & Phography",successful,CA,434144.13,329666.58
105,484837.71,365815.56,105,2017,"Dance, Music & Theater",successful,CA,484837.71,365815.56
336,4969582.42,2110954.17,336,2014,Games & Technology,successful,CA,4969582.42,2110954.17
130,0,0,0,2017,"Arts, Crafts & Phography",failed,CA,45516.55,1469096.03
4729,48606726.38,37521170,4729,2015,"Film, Video & Journalism",successful,US,48606726.38,37521170
22,115114.9,91281.92,22,2013,Food,successful,CA,115114.9,91281.92
17,350703.25,155009.95,17,2016,Games & Technology,successful,SG,350703.25,155009.95
14,143301.74,86488.43,14,2016,"Dance, Music & Theater",successful,BE,143301.74,86488.43
2187,54040318.23,17326276,2187,2013,Design,successful,US,54040318.23,17326276
7,30847.07,20075.14,7,2017,"Arts, Crafts & Phography",successful,BE,30847.07,20075.14
46,314576.99,65584.09,46,2015,"Arts, Crafts & Phography",successful,SE,314576.99,65584.09
240,0,0,0,2015,"Arts, Crafts & Phography",failed,DE,66748.55,2400844.89
31,5763328.65,561788.38,31,2017,Design,successful,NL,5763328.65,561788.38
8,31952.53,27224.4,8,2016,Comics & Publishing,successful,AT,31952.53,27224.4
11,0,0,0,2017,Design,failed,IE,30248.9,186730.5
7,127820.45,60221.48,7,2017,Games & Technology,successful,NO,127820.45,60221.48
9607,0,0,0,2014,Games & Technology,failed,US,14457416.39,455602539
4,19126.14,13909.6,4,2014,"Dance, Music & Theater",successful,NO,19126.14,13909.6
62,302856.1,209680.26,62,2012,Comics & Publishing,successful,GB,302856.1,209680.26
44,1708837.73,497301.96,44,2017,Design,successful,SG,1708837.73,497301.96
65,0,0,0,2017,Food,failed,MX,11599.19,614106.69
935,0,0,0,2015,Comics & Publishing,failed,GB,352879.21,6414162.46
750,2875622.58,2030796.65,750,2014,"Arts, Crafts & Phography",successful,GB,2875622.58,2030796.65
18,0,0,0,2016,"Arts, Crafts & Phography",failed,AT,26289.33,674804.37
130,0,0,0,2009,Comics & Publishing,failed,US,32040.43,338538
839,19809481.99,5352496.62,839,2016,Games & Technology,successful,GB,19809481.99,5352496.62
32,0,0,0,2017,Comics & Publishing,failed,SE,21591.35,408960.2
552,12742985.35,7366162,552,2017,Food,successful,US,12742985.35,7366162
28,0,0,0,2016,"Arts, Crafts & Phography",failed,IE,2129.1,161159.83
117,4074284.05,1101180.01,117,2017,Design,successful,CA,4074284.05,1101180.01
12,0,0,0,2017,"Arts, Crafts & Phography",failed,CH,5705.3,201735.25
25,0,0,0,2016,Fashion,failed,BE,24151.65,400666.56
3128,7322249.58,5893828.3,3128,2011,"Arts, Crafts & Phography",successful,US,7322249.58,5893828.3
39,429174.96,333491.9,39,2017,Food,successful,CA,429174.96,333491.9
1319,95838072.09,19818123,1319,2017,Design,successful,US,95838072.09,19818123
8,0,0,0,2013,Food,failed,NZ,11389.41,183065.37
50,0,0,0,2017,"Film, Video & Journalism",failed,FR,27536.6,1157238.79
16,84767.2,54034.67,16,2015,Food,successful,DE,84767.2,54034.67
18,0,0,0,2017,Comics & Publishing,failed,NZ,3986.7,118386.03
76,376608.16,342748.53,76,2015,"Film, Video & Journalism",successful,FR,376608.16,342748.53
1289,0,0,0,2013,"Film, Video & Journalism",failed,GB,822104.27,35451850.97
96,0,0,0,2014,"Dance, Music & Theater",failed,NL,5768.01,876632.15
2019,0,0,0,2012,Food,failed,US,1887383.12,24181930.32
6,107964.99,68160.58,6,2016,Design,successful,IE,107964.99,68160.58
184,0,0,0,2013,"Film, Video & Journalism",failed,CA,189439.94,4244787.3
2536,0,0,0,2010,"Dance, Music & Theater",failed,US,634918.09,8486406.93
15,0,0,0,2016,Comics & Publishing,failed,SG,1184.32,152750.9
22,0,0,0,2013,Games & Technology,failed,NZ,31095.04,391561.22
130,0,0,0,2015,"Arts, Crafts & Phography",failed,FR,29397.45,3319398.46
44,0,0,0,2016,Games & Technology,failed,MX,25261.22,416476.51
19,0,0,0,2016,Design,failed,NZ,45101.81,551516.26
4,13891.45,6687.29,4,2016,Food,successful,IE,13891.45,6687.29
18,0,0,0,2014,Comics & Publishing,failed,IE,6753.29,43320.61
3,0,0,0,2016,Comics & Publishing,failed,HK,5.16,21138.93
11,78535.85,49727.46,11,2017,"Arts, Crafts & Phography",successful,CH,78535.85,49727.46
10,47493.47,44490.62,10,2016,"Dance, Music & Theater",successful,CH,47493.47,44490.62
27,352441.24,195967.88,27,2016,Fashion,successful,NL,352441.24,195967.88
24,82814.53,64347.43,24,2014,"Dance, Music & Theater",successful,NZ,82814.53,64347.43
8,63994.24,46763.09,8,2016,Fashion,successful,SG,63994.24,46763.09
30,1015987.46,266891.93,30,2017,Games & Technology,successful,NZ,1015987.46,266891.93
4,15115.29,12651.42,4,2016,Food,successful,CH,15115.29,12651.42
158,0,0,0,2016,Design,failed,IT,192006.37,2959463.68
24,0,0,0,2015,Fashion,failed,DK,23766.13,269734.33
1,0,0,0,2017,"Dance, Music & Theater",failed,JP,1991.77,13472.25
994,0,0,0,2011,Design,failed,US,1093660.66,9987475.42
49,0,0,0,2017,Comics & Publishing,failed,IT,9008.25,865039.33
111,0,0,0,2017,Comics & Publishing,failed,AU,97644.25,1326497.45
7,0,0,0,2017,Food,failed,DK,10165.69,392395.3
11,0,0,0,2017,Food,failed,SG,1530.27,89078.81
150,574465.67,416584.79,150,2014,Comics & Publishing,successful,AU,574465.67,416584.79
6,76569.58,40847.07,6,2013,Fashion,successful,AU,76569.58,40847.07
32,2718199.18,622797.27,32,2016,Design,successful,CH,2718199.18,622797.27
39,282801.3,225869.2,39,2016,Fashion,successful,FR,282801.3,225869.2
18,20256.7,13386.98,18,2012,"Arts, Crafts & Phography",successful,GB,20256.7,13386.98
834,3343239.99,2905647.63,834,2016,"Film, Video & Journalism",successful,GB,3343239.99,2905647.63
26,0,0,0,2017,Design,failed,SE,83438.82,861106.41
9,32062.53,22037.64,9,2016,"Arts, Crafts & Phography",successful,AT,32062.53,22037.64
1,1872.07,1836.84,1,2017,"Dance, Music & Theater",successful,AT,1872.07,1836.84
30,128823.32,102635.4,30,2015,Comics & Publishing,successful,SE,128823.32,102635.4
9,265088.12,208309.75,9,2017,Comics & Publishing,successful,BE,265088.12,208309.75
7106,0,0,0,2014,Food,failed,US,3682059.09,112926654
3922,0,0,0,2010,"Film, Video & Journalism",failed,US,1432873.44,86137263.73
16,0,0,0,2017,"Arts, Crafts & Phography",failed,BE,3083.78,318973.65
98,0,0,0,2013,"Dance, Music & Theater",failed,CA,61241.02,877392.64
308,1376764.45,907507.41,308,2016,Comics & Publishing,successful,CA,1376764.45,907507.41
8,141260.26,58183.02,8,2016,Design,successful,NO,141260.26,58183.02
67,0,0,0,2017,Food,failed,CA,53931.05,1670152.93
264,0,0,0,2017,Fashion,failed,GB,274201.67,3402194.96
2119,0,0,0,2013,Food,failed,US,2454728.45,24320054
8,294522.22,100644.71,8,2017,Food,successful,DE,294522.22,100644.71
674,0,0,0,2015,Food,failed,GB,204617.48,19622252.47
342,0,0,0,2015,Fashion,failed,CA,113362.89,2682580.91
6,55114.08,48705.11,6,2016,Food,successful,NO,55114.08,48705.11
4,17404.18,16348.23,4,2013,Comics & Publishing,successful,NZ,17404.18,16348.23
13,0,0,0,2016,"Dance, Music & Theater",failed,NZ,149.58,27465.56
16,301894.15,107824.56,16,2017,Comics & Publishing,successful,DE,301894.15,107824.56
84,4474976.14,1306206.35,84,2017,Design,successful,DE,4474976.14,1306206.35
248,10249287.88,2819607.37,248,2017,Design,successful,GB,10249287.88,2819607.37
4,17402.34,16077.22,4,2016,Design,successful,MX,17402.34,16077.22
855,0,0,0,2016,Games & Technology,failed,CA,928249.89,25083976.07
4222,0,0,0,2013,"Arts, Crafts & Phography",failed,US,1857335.26,45480797
6,71236.67,69777.9,6,2015,"Film, Video & Journalism",successful,AT,71236.67,69777.9
1003,0,0,0,2014,Comics & Publishing,failed,GB,423977.44,8165652.44
810,3235438.97,1751239.28,810,2015,"Arts, Crafts & Phography",successful,GB,3235438.97,1751239.28
8,19858.16,12007.73,8,2013,"Dance, Music & Theater",successful,AU,19858.16,12007.73
3971,24143873.03,12656997,3971,2016,Comics & Publishing,successful,US,24143873.03,12656997
25,0,0,0,2016,"Film, Video & Journalism",failed,NZ,10211.97,205506.44
302,0,0,0,2016,Design,failed,CA,418200.21,3982754.15
11,106987.42,74076.25,11,2016,Fashion,successful,NZ,106987.42,74076.25
193,0,0,0,2016,"Arts, Crafts & Phography",failed,IT,47101.58,7050554.49
1525,16046205.72,7457804,1525,2014,Fashion,successful,US,16046205.72,7457804
161,0,0,0,2016,"Arts, Crafts & Phography",failed,AU,25790.42,20001987
158,0,0,0,2017,Games & Technology,failed,ES,266951.19,9699850.05
186,5485515.9,2810262.68,186,2016,Games & Technology,successful,FR,5485515.9,2810262.68
6,0,0,0,2015,"Arts, Crafts & Phography",failed,LU,1576.42,142515.68
25,0,0,0,2016,"Film, Video & Journalism",failed,BE,1752.64,364541.65
3,19482.57,11091.26,3,2016,Fashion,successful,AT,19482.57,11091.26
36,186928.73,161278.71,36,2015,Comics & Publishing,successful,DE,186928.73,161278.71
115,2530722.18,894477.25,115,2016,Games & Technology,successful,IT,2530722.18,894477.25
16,116220.58,90592.34,16,2014,Fashion,successful,NL,116220.58,90592.34
12,0,0,0,2014,"Dance, Music & Theater",failed,SE,391.92,77120.32
23,55906.02,43176.84,23,2016,Comics & Publishing,successful,IE,55906.02,43176.84
42,185121.7,151436.55,42,2014,"Film, Video & Journalism",successful,NZ,185121.7,151436.55
22,0,0,0,2013,Design,failed,AU,51926.38,187359.09
9,27642.83,26100.17,9,2016,"Film, Video & Journalism",successful,CH,27642.83,26100.17
198,0,0,0,2016,Food,failed,CA,95641.82,3364019.25
505,0,0,0,2016,Fashion,failed,GB,186653.82,3069829.73
34,0,0,0,2014,"Film, Video & Journalism",failed,SE,9398.51,432663.08
22,0,0,0,2017,Games & Technology,failed,NO,24780.22,12920408.18
6,0,0,0,2014,Design,failed,IE,2790.72,152054.66
1,9186.41,9093.34,1,2017,"Film, Video & Journalism",successful,AT,9186.41,9093.34
984,2301324.53,1768563.35,984,2016,"Dance, Music & Theater",successful,GB,2301324.53,1768563.35
372,2972532.05,1326444.21,372,2017,"Arts, Crafts & Phography",successful,GB,2972532.05,1326444.21
2091,0,0,0,2012,Fashion,failed,US,956742.57,12252427.7
3431,0,0,0,2017,Games & Technology,failed,US,5773629.09,167352791
74,0,0,0,2015,Games & Technology,failed,IE,50015.62,14525501.26
3,14866.21,12335.66,3,2017,Games & Technology,successful,JP,14866.21,12335.66
19,0,0,0,2016,"Dance, Music & Theater",failed,BE,4505.92,304073.22
828,0,0,0,2014,"Arts, Crafts & Phography",failed,CA,143001.62,8656207.34
68,0,0,0,2015,Games & Technology,failed,AT,41673.13,922130.06
96,0,0,0,2009,Games & Technology,failed,US,9641.8,320594.14
6,10268.17,8693.45,6,2014,Design,successful,NO,10268.17,8693.45
82,0,0,0,2017,Design,failed,IT,156824.65,2558109.85
2,0,0,0,2014,Design,failed,NO,4.21,7015.48
2067,0,0,0,2015,Games & Technology,failed,GB,1668727.87,104757761.89
5,0,0,0,2016,Food,failed,SG,1181.57,46954.9
38,447147.49,220952.23,38,2015,Games & Technology,successful,NZ,447147.49,220952.23
10122,0,0,0,2012,"Film, Video & Journalism",failed,US,8485659.94,222983064.85
24,0,0,0,2016,Food,failed,DK,6488.67,323422.81
8,14316.03,10052.48,8,2015,"Arts, Crafts & Phography",successful,CH,14316.03,10052.48
50,0,0,0,2017,Games & Technology,failed,SE,76156.36,1480676.18
8,0,0,0,2014,"Film, Video & Journalism",failed,NO,523.88,59888
33,155089.59,84025.47,33,2017,Games & Technology,successful,MX,155089.59,84025.47
2,7441.38,7343.91,2,2014,Food,successful,NO,7441.38,7343.91
32,0,0,0,2016,Design,failed,SE,27862.01,578697.13
236,1711255.95,1001035.49,236,2015,Fashion,successful,GB,1711255.95,1001035.49
